386,383,378,376,377,375
383,378,376,377,375,377
378,376,377,375,377,380
376,377,375,377,380,393
377,375,377,380,393,394
375,377,380,393,394,395
377,380,393,394,395,394
380,393,394,395,394,392
393,394,395,394,392,408
394,395,394,392,408,411
395,394,392,408,411,403
394,392,408,411,403,401
392,408,411,403,401,397
408,411,403,401,397,415
411,403,401,397,415,419
403,401,397,415,419,431
401,397,415,419,431,438
397,415,419,431,438,440
415,419,431,438,440,449
419,431,438,440,449,445
431,438,440,449,445,434
438,440,449,445,434,434
440,449,445,434,434,437
449,445,434,434,437,444
445,434,434,437,444,441
434,434,437,444,441,426
434,437,444,441,426,431
437,444,441,426,431,435
444,441,426,431,435,430
441,426,431,435,430,425
426,431,435,430,425,427
431,435,430,425,427,443
435,430,425,427,443,440
430,425,427,443,440,438
425,427,443,440,438,456
427,443,440,438,456,457
443,440,438,456,457,442
440,438,456,457,442,452
438,456,457,442,452,459
456,457,442,452,459,454
457,442,452,459,454,460
442,452,459,454,460,487
452,459,454,460,487,487
459,454,460,487,487,499
454,460,487,487,499,502
460,487,487,499,502,510
487,487,499,502,510,492
487,499,502,510,492,498
499,502,510,492,498,514
502,510,492,498,514,518
510,492,498,514,518,515
492,498,514,518,515,517
498,514,518,515,517,517
514,518,515,517,517,504
518,515,517,517,504,506
515,517,517,504,506,490
517,517,504,506,490,486
517,504,506,490,486,470
504,506,490,486,470,490
506,490,486,470,490,481
490,486,470,490,481,488
486,470,490,481,488,496
470,490,481,488,496,504
490,481,488,496,504,521
481,488,496,504,521,523
488,496,504,521,523,519
496,504,521,523,519,518
504,521,523,519,518,525
521,523,519,518,525,525
523,519,518,525,525,521
519,518,525,525,521,531
518,525,525,521,531,554
525,525,521,531,554,560
525,521,531,554,560,570
521,531,554,560,570,591
531,554,560,570,591,576
554,560,570,591,576,582
560,570,591,576,582,591
570,591,576,582,591,587
591,576,582,591,587,597
576,582,591,587,597,577
582,591,587,597,577,576
591,587,597,577,576,563
587,597,577,576,563,569
597,577,576,563,569,568
577,576,563,569,568,558
576,563,569,568,558,548
563,569,568,558,548,556
569,568,558,548,556,557
568,558,548,556,557,547
558,548,556,557,547,550
548,556,557,547,550,550
556,557,547,550,550,570
557,547,550,550,570,562
547,550,550,570,562,559
550,550,570,562,559,565
550,570,562,559,565,571
570,562,559,565,571,574
562,559,565,571,574,582
559,565,571,574,582,582
565,571,574,582,582,581
571,574,582,582,581,580
574,582,582,581,580,585
582,582,581,580,585,580
582,581,580,585,580,584
581,580,585,580,584,590
580,585,580,584,590,593
585,580,584,590,593,588
580,584,590,593,588,586
584,590,593,588,586,579
590,593,588,586,579,594
593,588,586,579,594,594
588,586,579,594,594,597
586,579,594,594,597,595
579,594,594,597,595,583
594,594,597,595,583,582
594,597,595,583,582,561
597,595,583,582,561,558
595,583,582,561,558,555
583,582,561,558,555,564
582,561,558,555,564,560
561,558,555,564,560,564
558,555,564,560,564,567
555,564,560,564,567,565
564,560,564,567,565,574
560,564,567,565,574,585
564,567,565,574,585,570
567,565,574,585,570,574
565,574,585,570,574,568
574,585,570,574,568,569
585,570,574,568,569,566
570,574,568,569,566,566
574,568,569,566,566,562
568,569,566,566,562,565
569,566,566,562,565,569
566,566,562,565,569,568
566,562,565,569,568,567
562,565,569,568,567,565
565,569,568,567,565,566
569,568,567,565,566,568
568,567,565,566,568,587
567,565,566,568,587,592
565,566,568,587,592,601
566,568,587,592,601,641
568,587,592,601,641,649
587,592,601,641,649,670
592,601,641,649,670,652
601,641,649,670,652,666
641,649,670,652,666,609
649,670,652,666,609,622
670,652,666,609,622,636
652,666,609,622,636,658
666,609,622,636,658,654
609,622,636,658,654,636
622,636,658,654,636,640
636,658,654,636,640,628
658,654,636,640,628,638
654,636,640,628,638,624
636,640,628,638,624,619
640,628,638,624,619,631
628,638,624,619,631,627
638,624,619,631,627,646
624,619,631,627,646,634
619,631,627,646,634,617
631,627,646,634,617,634
627,646,634,617,634,653
646,634,617,634,653,658
634,617,634,653,658,663
617,634,653,658,663,664
634,653,658,663,664,678
653,658,663,664,678,678
658,663,664,678,678,703
663,664,678,678,703,708
664,678,678,703,708,702
678,678,703,708,702,703
678,703,708,702,703,719
703,708,702,703,719,718
708,702,703,719,718,729
702,703,719,718,729,737
703,719,718,729,737,764
719,718,729,737,764,768
718,729,737,764,768,792
729,737,764,768,792,771
737,764,768,792,771,783
764,768,792,771,783,801
768,792,771,783,801,806
792,771,783,801,806,795
771,783,801,806,795,793
783,801,806,795,793,738
801,806,795,793,738,734
806,795,793,738,734,766
795,793,738,734,766,759
793,738,734,766,759,749
738,734,766,759,749,721
734,766,759,749,721,727
766,759,749,721,727,739
759,749,721,727,739,721
749,721,727,739,721,706
721,727,739,721,706,711
727,739,721,706,711,709
739,721,706,711,709,693
721,706,711,709,693,698
706,711,709,693,698,721
711,709,693,698,721,743
709,693,698,721,743,737
693,698,721,743,737,746
698,721,743,737,746,747
721,743,737,746,747,736
743,737,746,747,736,734
737,746,747,736,734,736
746,747,736,734,736,759
747,736,734,736,759,763
736,734,736,759,763,755
734,736,759,763,755,749
736,759,763,755,749,755
759,763,755,749,755,742
763,755,749,755,742,738
755,749,755,742,738,742
749,755,742,738,742,740
755,742,738,742,740,715
742,738,742,740,715,716
738,742,740,715,716,719
742,740,715,716,719,720
740,715,716,719,720,714
715,716,719,720,714,688
716,719,720,714,688,675
719,720,714,688,675,698
720,714,688,675,698,684
714,688,675,698,684,691
688,675,698,684,691,697
675,698,684,691,697,709
698,684,691,697,709,715
684,691,697,709,715,713
691,697,709,715,713,712
697,709,715,713,712,725
709,715,713,712,725,734
715,713,712,725,734,734
713,712,725,734,734,751
712,725,734,734,751,755
725,734,734,751,755,727
734,734,751,755,727,763
734,751,755,727,763,762
751,755,727,763,762,765
755,727,763,762,765,779
727,763,762,765,779,796
763,762,765,779,796,800
762,765,779,796,800,798
765,779,796,800,798,782
779,796,800,798,782,794
796,800,798,782,794,794
800,798,782,794,794,812
798,782,794,794,812,804
782,794,794,812,804,810
794,794,812,804,810,820
794,812,804,810,820,828
812,804,810,820,828,828
804,810,820,828,828,832
810,820,828,828,832,830
820,828,828,832,830,831
828,828,832,830,831,831
828,832,830,831,831,846
832,830,831,831,846,863
830,831,831,846,863,863
831,831,846,863,863,865
831,846,863,863,865,870
846,863,863,865,870,867
863,863,865,870,867,878
863,865,870,867,878,903
865,870,867,878,903,914
870,867,878,903,914,892
867,878,903,914,892,892
878,903,914,892,892,924
903,914,892,892,924,918
914,892,892,924,918,940
892,892,924,918,940,943
892,924,918,940,943,938
924,918,940,943,938,930
918,940,943,938,930,945
940,943,938,930,945,955
943,938,930,945,955,966
938,930,945,955,966,963
930,945,955,966,963,952
945,955,966,963,952,918
955,966,963,952,918,924
966,963,952,918,924,932
963,952,918,924,932,932
952,918,924,932,932,914
918,924,932,932,914,917
924,932,932,914,917,921
932,932,914,917,921,922
932,914,917,921,922,945
914,917,921,922,945,971
917,921,922,945,971,986
921,922,945,971,986,990
922,945,971,986,990,994
945,971,986,990,994,997
971,986,990,994,997,999
